http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,MinifyHTML,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,EnableGzipCompression,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,numberHosts,2
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,numberStaticResources,21
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,otherResponseBytes,67820
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,AvoidLandingPageRedirects,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,MinimizeRenderBlockingResources,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,OptimizeImages,0.2308
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,totalRequestBytes,2627
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,javascriptResponseBytes,407530
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,MinifyJavaScript,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,SizeTapTargetsAppropriately,2.1913805697589486
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,numberResources,25
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,MinifyCss,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,LeverageBrowserCaching,0.75
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,SizeContentToViewport,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,cssResponseBytes,123670
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,numberCssResources,2
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,PrioritizeVisibleContent,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,MainResourceServerResponseTime,4.62
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,ConfigureViewport,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,SPEED,93
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,htmlResponseBytes,152030
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,USABILITY,97
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,numberJsResources,3
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,imageResponseBytes,42561
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,UseLegibleFontSizes,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/seriesamtal-och-sociala-berattelser/,AvoidPlugins,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,MinifyHTML,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,EnableGzipCompression,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,numberHosts,2
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,numberStaticResources,22
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,otherResponseBytes,67820
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,AvoidLandingPageRedirects,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,MinimizeRenderBlockingResources,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,OptimizeImages,1.0651000000000002
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,totalRequestBytes,2793
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,javascriptResponseBytes,407530
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,MinifyJavaScript,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,SizeTapTargetsAppropriately,1.875
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,numberResources,26
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,MinifyCss,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,LeverageBrowserCaching,0.75
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,SizeContentToViewport,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,cssResponseBytes,123670
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,numberCssResources,2
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,PrioritizeVisibleContent,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,MainResourceServerResponseTime,4.35
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,ConfigureViewport,0.0
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,SPEED,93
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,htmlResponseBytes,153507
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,USABILITY,97
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,numberJsResources,3
http://hh.vgregion.se/patient/behandling-i-grupp/grupper-for-narstaende-till-vuxna-patienter/kognitivt-stod---inspiration-for-tid-och-struktur-i-vardagen2/,imageResponseBytes,114398
